Iteration	Score
1	2.365158996582031
2	2.156319580078125
3	1.9989901733398439
4	1.5905171203613282
5	1.3238955688476564
6	1.0977690887451172
7	1.1472140502929689
8	0.7624410247802734
9	0.6072516632080078
10	0.7603964233398437
11	0.47504711151123047
12	0.6232289123535156
13	0.5157366943359375
14	0.4816020965576172
15	0.4722746276855469
16	0.4653657913208008
17	0.540877571105957
18	0.37894508361816404
19	0.41096527099609376
20	0.3626914596557617
21	0.3531972885131836
22	0.5300331497192383
23	0.537594871520996
24	0.537585334777832
25	0.49026142120361327
26	0.3799655151367187
27	0.37277061462402344
28	0.44332149505615237
29	0.2629289817810059
30	0.5086758422851563
31	0.5353005981445312
32	0.47023834228515626
33	0.5252642822265625
34	0.34475032806396483
35	0.44400131225585937
36	0.24340700149536132
37	0.5841593170166015
38	0.37089874267578127
39	0.28686283111572264
40	0.43226806640625
41	0.25259889602661134
42	0.28954349517822264
43	0.2769530487060547
44	0.339295654296875
45	0.3364697265625
46	0.34499530792236327
47	0.2635976028442383
48	0.38506237030029294
49	0.21571123123168945
50	0.4408853912353516
51	0.44699314117431643
52	0.49649246215820314
53	0.13897022247314453
54	0.4332563018798828
55	0.4140638732910156
56	0.2258627510070801
57	0.36570789337158205
58	0.41604324340820314
59	0.4129674530029297
60	0.3126028823852539
61	0.2577205657958984
62	0.3742094039916992
63	0.2540628051757812
64	0.2710284423828125
65	0.21825206756591797
66	0.22648712158203124
67	0.20117485046386718
68	0.2980213737487793
69	0.2333204460144043
70	0.26641929626464844
71	0.21581745147705078
72	0.3850054931640625
73	0.2770458984375
74	0.29365386962890627
75	0.41081531524658205
76	0.29568111419677734
77	0.4171276092529297
78	0.22415609359741212
79	0.26761474609375
80	0.31581310272216795
81	0.36740402221679686
82	0.2043130302429199
83	0.4397556304931641
84	0.34535850524902345
85	0.46628456115722655
86	0.28863821029663084
87	0.2115583038330078
88	0.31488447189331054
89	0.3835594940185547
90	0.2880485725402832
91	0.16388343811035155
92	0.2885455703735352
93	0.21697309494018555
94	0.22824392318725586
95	0.17307634353637696
96	0.30175582885742186
97	0.31165618896484376
98	0.24485662460327148
99	0.35996715545654295
100	0.13828433990478517
101	0.37486988067626953
102	0.2957539749145508
103	0.31337823867797854
104	0.18560094833374025
105	0.2501378059387207
106	0.3577882766723633
107	0.265103759765625
108	0.17472431182861328
109	0.2539231491088867
110	0.27131818771362304
111	0.3402425003051758
112	0.2353179168701172
113	0.2775785255432129
114	0.3688394165039062
115	0.24291141510009764
116	0.16829414367675782
117	0.14562716484069824
118	0.2661620330810547
119	0.32769168853759767
120	0.2530386161804199
121	0.19862281799316406
122	0.2024819755554199
123	0.12561922073364257
124	0.18992408752441406
125	0.2793820571899414
126	0.2683501052856445
127	0.3234693908691406
128	0.3452458953857422
129	0.16476634979248048
130	0.1905226516723633
131	0.16860334396362306
132	0.21120084762573244
133	0.30623233795166016
134	0.2540892028808594
135	0.180430908203125
136	0.20935653686523437
137	0.2360689926147461
138	0.20846525192260743
139	0.2661907386779785
140	0.1753965759277344
141	0.4030040740966797
142	0.08745695114135742
143	0.2551333999633789
144	0.23441089630126954
145	0.12764188766479492
146	0.28589788436889646
147	0.3197621726989746
148	0.1377924346923828
149	0.12176809310913086
150	0.15373517990112304
151	0.16331295013427735
152	0.1011159896850586
153	0.2923685455322266
154	0.29314517974853516
155	0.15359670639038087
156	0.2112615966796875
157	0.2246611213684082
158	0.11447189331054687
159	0.1840525436401367
160	0.21725765228271485
161	0.19148628234863282
162	0.19379623413085936
163	0.15255903244018554
164	0.1277890396118164
165	0.2909513473510742
166	0.17338565826416016
167	0.12813261032104492
168	0.22748252868652344
169	0.10538448333740234
170	0.14139922142028807
171	0.11575830459594727
172	0.1883106994628906
173	0.27287193298339846
174	0.07479608535766602
175	0.12269262313842773
176	0.22555717468261718
177	0.10554525375366211
178	0.17316789627075196
179	0.18478830337524413
180	0.23080970764160155
181	0.1423190402984619
182	0.09158985137939453
183	0.18013774871826171
184	0.23407890319824218
185	0.10156465530395507
186	0.23079387664794923
187	0.18463729858398437
188	0.16608375549316406
189	0.14479103088378906
190	0.25006311416625976
191	0.2795907592773437
192	0.19562652587890625
193	0.18967071533203125
194	0.1277606201171875
195	0.18850458145141602
196	0.3644346618652344
197	0.1378724193572998
198	0.09024014472961425
199	0.1979306411743164
200	0.24779613494873046
201	0.38606761932373046
202	0.21877328872680665
203	0.14428884506225587
204	0.3929880523681641
205	0.2602074432373047
206	0.12966816902160644
207	0.15124013900756836
208	0.151043062210083
209	0.2202342414855957
210	0.1673769760131836
211	0.14846920013427733
212	0.1120517921447754
213	0.16146257400512695
214	0.1577080726623535
215	0.1890421676635742
216	0.17839754104614258
217	0.30950342178344725
218	0.08794684410095215
219	0.24357690811157226
220	0.2810263252258301
221	0.13323163986206055
222	0.09027600288391113
223	0.2142970085144043
224	0.12229084968566895
225	0.14308024406433106
226	0.12533480644226075
227	0.2666494369506836
228	0.12950387001037597
229	0.14567457199096678
230	0.13072128295898439
231	0.13805610656738282
232	0.056361970901489256
233	0.183914852142334
234	0.207108211517334
235	0.1427895164489746
236	0.2479554557800293
237	0.1905709457397461
238	0.09491415977478028
239	0.12612102508544923
240	0.0841145420074463
241	0.11579629898071289
242	0.09348663330078125
243	0.18684173583984376
244	0.1809302520751953
245	0.19288837432861328
246	0.06822211265563966
247	0.20207719802856444
248	0.21729026794433592
249	0.046375551223754884
250	0.1758062744140625
251	0.1689385414123535
252	0.14714628219604492
253	0.10028387069702148
254	0.1950088119506836
255	0.0639247989654541
256	0.13788979530334472
257	0.07663084030151367
258	0.2460053253173828
259	0.1521112060546875
260	0.21953027725219726
261	0.12054052352905273
262	0.14204267501831055
263	0.11640806198120117
264	0.12169847488403321
265	0.09390340805053711
266	0.06458355903625489
267	0.21333673477172851
268	0.08324355125427246
269	0.2979640579223633
270	0.14380842208862304
271	0.2200042724609375
272	0.2987119483947754
273	0.19574321746826173
274	0.11399492263793945
275	0.25926067352294924
276	0.1829360008239746
277	0.13387795448303222
278	0.20695606231689453
279	0.11393466949462891
280	0.15355215072631836
281	0.22975559234619142
282	0.09823794364929199
283	0.1393539810180664
284	0.19070573806762695
285	0.16059837341308594
286	0.31660308837890627
287	0.1669496154785156
288	0.18290977478027343
289	0.05497859001159668
290	0.1237979507446289
291	0.12710304260253907
292	0.12724365234375
293	0.13202238082885742
294	0.24711551666259765
295	0.14759413719177247
296	0.08149988174438477
297	0.12428356170654296
298	0.10123558998107911
299	0.10366467475891113
300	0.18922662734985352
301	0.15728145599365234
302	0.11373043060302734
303	0.1601273536682129
304	0.10663135528564453
305	0.17258129119873047
306	0.12030288696289063
307	0.12111892700195312
308	0.1696635055541992
309	0.1135941982269287
310	0.18413898468017578
311	0.13660722732543945
312	0.23345420837402345
313	0.14864025115966797
314	0.11497735977172852
315	0.19213733673095704
316	0.22109094619750977
317	0.2627265167236328
318	0.23679370880126954
319	0.11709264755249023
320	0.07783330917358398
321	0.11719976425170898
322	0.1417424488067627
323	0.15547004699707032
324	0.17774620056152343
325	0.133743896484375
326	0.10390570640563965
327	0.1293785858154297
328	0.1594032096862793
329	0.21015636444091798
330	0.10466581344604492
331	0.054567699432373044
332	0.15693714141845702
333	0.09942567825317383
334	0.33659011840820313
335	0.07750173568725587
336	0.2604647064208984
337	0.12187753677368164
338	0.10019582748413086
339	0.21976520538330077
340	0.14975521087646484
341	0.2726941299438477
342	0.18097175598144533
343	0.27333032608032226
344	0.1749407196044922
345	0.11595287322998046
346	0.19397504806518553
347	0.22916006088256835
348	0.10170943260192872
349	0.13419682502746583
350	0.2074294090270996
351	0.13264955520629884
352	0.06838372230529785
353	0.196749267578125
354	0.13760189056396485
355	0.16690528869628907
356	0.12709027290344238
357	0.10386514663696289
358	0.07260952949523926
359	0.14694708824157715
360	0.11613714218139648
361	0.20453065872192383
362	0.09592931747436523
363	0.2010552978515625
364	0.16859912872314453
365	0.11738086700439453
366	0.03785303354263306
367	0.17380891799926756
368	0.16565513610839844
369	0.10786918640136718
370	0.17961984634399414
371	0.12004831314086914
372	0.1733343505859375
373	0.21431034088134765
374	0.1358761215209961
375	0.1277156352996826
376	0.08919328689575196
377	0.08948200225830077
378	0.17449188232421875
379	0.13669621467590332
380	0.14559574127197267
381	0.30947261810302734
382	0.181254825592041
383	0.18701045989990234
384	0.23146665573120118
